timestamp,region,pm25,temperature,humidity,pm25_zscore,temperature_zscore,humidity_zscore
2025-02-09 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,109.0,28.49,35.2,0.23,0.22,-1.27
2025-02-09 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,177.0,28.38,60.2,0.54,0.2,0.92
2025-02-09 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,196.0,28.66,66.98,0.63,0.26,1.52
2025-01-24 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,50.0,26.57,48.49,-0.04,-0.22,-0.1
2025-01-24 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,132.0,29.5,54.89,0.33,0.45,0.46
2025-01-24 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,103.0,21.28,54.96,0.2,-1.42,0.46
2025-01-24 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,79.0,29.0,60.01,0.09,0.34,0.9
2025-01-25 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,69.0,27.68,69.0,0.04,0.04,1.69
2025-01-25 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,43.0,21.24,59.37,-0.08,-1.43,0.85
2025-01-25 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,49.0,33.55,56.42,-0.05,1.38,0.59
2025-01-25 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,119.0,34.6,32.41,0.27,1.61,-1.51
2025-01-25 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,88.0,23.88,59.22,0.13,-0.83,0.84
2025-01-25 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,89.0,31.66,33.49,0.13,0.94,-1.42
2025-01-26 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,80.0,21.26,50.66,0.09,-1.43,0.09
2025-01-26 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,87.0,24.79,43.56,0.13,-0.62,-0.54
2025-01-26 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,58.0,20.15,31.8,-0.01,-1.68,-1.57
2025-01-26 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,77.0,27.48,50.59,0.08,-0.01,0.08
2025-01-12 22:30:00+00:00,New Delhi-8118,121.0,31.23,59.87,0.28,0.85,0.89
2025-01-13 02:30:00+00:00,New Delhi-8118,88.0,26.2,32.19,0.13,-0.3,-1.53
2025-01-13 06:30:00+00:00,New Delhi-8118,97.0,34.15,48.18,0.17,1.51,-0.13
2025-01-13 10:30:00+00:00,New Delhi-8118,113.0,26.16,50.57,0.24,-0.31,0.08
2025-01-13 14:30:00+00:00,New Delhi-8118,142.0,22.46,50.48,0.38,-1.16,0.07
2025-01-13 18:30:00+00:00,New Delhi-8118,188.0,28.07,59.57,0.59,0.12,0.87
2025-01-13 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,122.0,28.06,63.1,0.29,0.12,1.18
2025-01-14 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,124.0,25.82,62.92,0.3,-0.39,1.16
2025-01-21 12:30:00+00:00,New Delhi-8118,100.0,33.88,64.44,0.19,1.45,1.29
2025-01-21 16:30:00+00:00,New Delhi-8118,170.0,26.77,38.93,0.51,-0.17,-0.94
2025-01-21 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,166.0,27.6,50.92,0.49,0.02,0.11
2025-01-21 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,136.0,29.25,38.16,0.35,0.39,-1.01
2025-01-22 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,123.0,20.98,60.64,0.29,-1.49,0.96
2025-01-22 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,72.0,22.56,47.8,0.06,-1.13,-0.16
2025-01-22 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,51.0,24.23,39.41,-0.04,-0.75,-0.9
2025-01-19 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,187.0,24.63,32.96,0.58,-0.66,-1.46
2025-01-19 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,106.0,24.2,63.41,0.21,-0.76,1.2
2025-01-19 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,212.0,22.89,68.88,0.7,-1.06,1.68
2025-01-19 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,187.0,24.24,68.66,0.58,-0.75,1.66
2025-01-20 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,156.0,25.07,49.23,0.44,-0.56,-0.04
2025-01-20 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,33.03,63.79,-4.86,1.26,1.24
2025-01-28 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,331.0,25.46,30.98,1.25,-0.47,-1.64
2025-01-29 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,295.0,34.76,64.14,1.08,1.65,1.27
2025-01-29 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,217.0,21.25,46.69,0.72,-1.43,-0.26
2025-01-29 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,115.0,25.38,57.24,0.25,-0.49,0.66
2025-01-29 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,186.0,31.52,55.3,0.58,0.91,0.49
2025-01-29 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,222.0,26.75,52.37,0.75,-0.18,0.24
2025-02-04 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,230.0,32.91,38.37,0.78,1.23,-0.99
2025-02-04 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,139.0,30.58,43.51,0.36,0.7,-0.54
2025-02-05 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,130.0,31.41,34.52,0.32,0.89,-1.33
2025-02-05 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,97.0,20.18,63.76,0.17,-1.68,1.23
2025-02-05 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,43.0,23.48,56.18,-0.08,-0.92,0.57
2025-02-05 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,100.0,22.03,39.14,0.19,-1.25,-0.92
2025-01-25 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,109.0,28.68,31.34,0.23,0.26,-1.61
2025-01-25 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,94.0,30.57,41.44,0.16,0.7,-0.72
2025-01-26 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,79.0,26.73,50.58,0.09,-0.18,0.08
2025-01-26 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,83.0,29.31,42.42,0.11,0.41,-0.64
2025-01-26 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,52.0,21.78,39.99,-0.03,-1.31,-0.85
2025-01-26 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,106.0,29.07,66.41,0.21,0.35,1.47
2025-01-27 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,124.0,28.6,54.88,0.3,0.25,0.46
2025-01-27 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,98.0,34.99,48.76,0.18,1.7,-0.08
2025-01-28 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,124.0,32.85,34.18,0.3,1.22,-1.36
2025-01-28 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,88.0,32.94,64.35,0.13,1.24,1.28
2025-01-28 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,70.0,28.14,57.23,0.05,0.14,0.66
2025-01-28 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,177.0,30.68,58.49,0.54,0.72,0.77
2025-01-23 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,38.0,31.7,59.93,-0.1,0.95,0.9
2025-01-23 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,113.0,24.09,44.62,0.24,-0.78,-0.44
2025-01-23 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,99.0,25.81,69.89,0.18,-0.39,1.77
2025-01-24 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,117.0,25.76,66.68,0.26,-0.4,1.49
2025-01-24 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,77.0,22.16,44.14,0.08,-1.22,-0.49
2025-01-24 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,31.0,20.37,34.31,-0.13,-1.63,-1.35
2025-01-26 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,143.0,31.04,50.49,0.38,0.8,0.07
2025-01-27 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,122.0,34.82,39.88,0.29,1.66,-0.86
2025-01-27 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,90.0,34.0,69.9,0.14,1.48,1.77
2025-01-27 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,64.0,30.32,54.22,0.02,0.64,0.4
2025-01-27 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,128.0,33.65,53.88,0.31,1.4,0.37
2025-01-27 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,132.0,20.2,38.17,0.33,-1.67,-1.01
2025-02-05 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,112.0,31.18,55.33,0.24,0.83,0.49
2025-02-05 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,135.0,21.53,46.77,0.35,-1.37,-0.25
2025-02-06 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,118.0,25.61,42.25,0.27,-0.44,-0.65
2025-02-06 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,76.0,25.1,49.26,0.08,-0.55,-0.04
2025-02-06 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,34.0,25.9,33.24,-0.12,-0.37,-1.44
2025-02-06 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,84.0,30.96,33.24,0.11,0.78,-1.44
2025-01-24 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,36.0,21.04,52.44,-0.11,-1.48,0.24
2025-01-24 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,126.0,24.41,30.55,0.3,-0.71,-1.68
2025-01-24 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,87.0,22.5,41.4,0.13,-1.15,-0.73
2025-01-25 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,63.0,33.06,53.49,0.02,1.26,0.33
2025-01-25 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,47.0,21.22,51.17,-0.06,-1.44,0.13
2025-01-25 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,41.0,30.39,58.22,-0.09,0.65,0.75
2025-01-21 10:30:00+00:00,New Delhi-8118,82.0,24.72,34.81,0.1,-0.64,-1.3
2025-01-21 14:30:00+00:00,New Delhi-8118,161.0,32.04,41.14,0.47,1.03,-0.75
2025-01-21 18:30:00+00:00,New Delhi-8118,160.0,34.7,39.27,0.46,1.64,-0.91
2025-01-21 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,127.0,23.0,35.95,0.31,-1.03,-1.2
2025-01-22 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,136.0,22.17,67.04,0.35,-1.22,1.52
2025-01-22 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,121.0,26.59,33.69,0.28,-0.21,-1.4
2025-01-22 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,66.0,29.57,35.11,0.03,0.47,-1.28
2025-01-30 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,226.0,25.2,30.17,0.76,-0.53,-1.71
2025-01-30 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,145.0,26.81,35.63,0.39,-0.16,-1.23
2025-01-30 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,112.0,20.15,50.61,0.24,-1.68,0.08
2025-01-30 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,25.97,54.74,-4.86,-0.35,0.44
2025-01-30 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,198.0,26.97,47.56,0.63,-0.13,-0.19
2025-01-30 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.31,61.34,-4.86,-0.73,1.02
2025-01-31 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,20.96,53.23,-4.86,-1.5,0.31
2025-01-31 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,13.0,31.96,66.24,-0.21,1.01,1.45
2025-01-31 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,132.0,31.26,37.11,0.33,0.85,-1.1
2025-01-31 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,205.0,30.16,37.32,0.67,0.6,-1.08
2025-01-31 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,242.0,23.01,54.35,0.84,-1.03,0.41
2025-01-31 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,262.0,20.22,33.37,0.93,-1.67,-1.43
2025-01-31 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.0,54.23,-4.86,-0.12,0.4
2025-01-31 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,166.0,32.58,36.71,0.49,1.15,-1.14
2025-01-31 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,132.0,23.21,53.36,0.33,-0.98,0.32
2025-01-31 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,219.0,27.94,43.11,0.73,0.09,-0.58
2025-01-31 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,254.0,22.58,32.42,0.89,-1.13,-1.51
2025-01-31 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,264.0,22.71,40.78,0.94,-1.1,-0.78
2025-01-31 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,221.0,22.39,54.29,0.74,-1.17,0.4
2025-01-31 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,146.0,25.03,44.05,0.4,-0.57,-0.49
2025-01-31 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,173.0,31.77,33.72,0.52,0.97,-1.4
2025-01-31 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,238.0,25.61,53.76,0.82,-0.44,0.36
2025-01-31 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,262.0,25.57,55.72,0.93,-0.45,0.53
2025-01-31 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,232.0,32.55,50.15,0.79,1.15,0.04
2025-02-03 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,129.0,25.43,60.36,0.32,-0.48,0.94
2025-02-03 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,136.0,22.64,68.12,0.35,-1.11,1.62
2025-02-04 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,114.0,23.13,37.26,0.25,-1.0,-1.09
2025-02-04 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,135.0,32.75,35.12,0.35,1.19,-1.28
2025-02-04 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,118.0,34.31,62.32,0.27,1.55,1.11
2025-02-04 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,208.0,23.25,33.02,0.68,-0.98,-1.46
2025-01-30 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,238.0,22.92,49.14,0.82,-1.05,-0.05
2025-01-30 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,124.0,21.69,30.77,0.3,-1.33,-1.66
2025-01-30 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,116.0,24.8,32.74,0.26,-0.62,-1.48
2025-01-30 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,169.0,28.31,49.82,0.5,0.18,0.01
2025-01-30 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,202.0,32.49,41.04,0.65,1.13,-0.76
2025-01-30 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,186.0,20.61,49.58,0.58,-1.58,-0.01
2025-02-01 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,227.0,34.16,44.43,0.77,1.51,-0.46
2025-02-01 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,206.0,31.72,41.95,0.67,0.96,-0.68
2025-02-01 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,320.0,34.72,52.32,1.19,1.64,0.23
2025-02-01 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,196.0,21.59,46.22,0.63,-1.35,-0.3
2025-02-01 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,219.0,24.32,32.24,0.73,-0.73,-1.53
2025-02-01 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,177.0,32.35,59.2,0.54,1.1,0.83
2025-02-01 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,217.0,34.76,67.95,0.72,1.65,1.6
2025-02-01 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,273.0,30.89,33.47,0.98,0.77,-1.42
2025-02-01 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,219.0,22.09,52.83,0.73,-1.24,0.28
2025-02-01 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,195.0,35.0,59.94,0.62,1.71,0.9
2025-02-01 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,215.0,28.56,43.85,0.71,0.24,-0.51
2025-02-01 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,170.0,24.63,57.15,0.51,-0.66,0.65
2025-02-03 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,119.0,26.95,64.61,0.27,-0.13,1.31
2025-02-03 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,141.0,32.46,64.79,0.37,1.13,1.32
2025-02-04 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,105.0,29.01,51.83,0.21,0.34,0.19
2025-02-04 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,153.0,28.35,63.64,0.43,0.19,1.22
2025-02-04 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,92.0,24.25,63.56,0.15,-0.75,1.22
2025-02-04 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,193.0,30.24,45.17,0.61,0.62,-0.39
2025-01-22 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,56.0,34.42,43.91,-0.02,1.57,-0.51
2025-01-22 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,189.0,31.88,47.31,0.59,0.99,-0.21
2025-01-22 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,176.0,34.93,60.03,0.53,1.69,0.91
2025-01-22 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,158.0,26.44,63.97,0.45,-0.25,1.25
2025-01-23 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,158.0,25.93,31.65,0.45,-0.36,-1.58
2025-01-23 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,65.0,21.17,34.71,0.02,-1.45,-1.31
2025-01-22 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,115.0,21.72,42.52,0.25,-1.32,-0.63
2025-01-22 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,256.0,21.5,33.95,0.9,-1.37,-1.38
2025-01-22 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,142.0,34.52,31.36,0.38,1.6,-1.6
2025-01-23 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,155.0,31.24,55.07,0.44,0.85,0.47
2025-01-23 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,175.0,31.54,51.67,0.53,0.92,0.17
2025-01-23 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,36.0,34.58,60.98,-0.11,1.61,0.99
2025-01-30 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,189.0,29.26,48.13,0.59,0.4,-0.14
2025-01-30 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,111.0,28.81,47.93,0.24,0.29,-0.15
2025-01-30 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,118.0,27.4,62.86,0.27,-0.03,1.15
2025-01-30 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,186.0,26.46,40.35,0.58,-0.24,-0.82
2025-01-30 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,211.0,31.7,58.13,0.69,0.95,0.74
2025-01-31 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.6,32.69,-4.86,0.25,-1.49
2025-02-01 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,174.0,29.48,41.38,0.52,0.45,-0.73
2025-02-02 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,183.0,22.75,62.28,0.57,-1.09,1.1
2025-02-02 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,227.0,26.27,40.27,0.77,-0.29,-0.82
2025-02-02 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,174.0,32.78,39.77,0.52,1.2,-0.87
2025-02-02 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,163.0,23.41,36.28,0.47,-0.94,-1.17
2025-02-02 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,184.0,21.7,55.2,0.57,-1.33,0.48
2025-02-01 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,22.6,65.3,-4.86,-1.12,1.37
2025-02-02 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,168.0,33.37,32.29,0.5,1.33,-1.52
2025-02-02 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,238.0,34.93,60.69,0.82,1.69,0.96
2025-02-02 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,167.0,34.62,36.73,0.49,1.62,-1.13
2025-02-02 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,169.0,33.45,56.2,0.5,1.35,0.57
2025-02-02 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,165.0,33.66,37.15,0.48,1.4,-1.1
2025-02-02 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,146.0,34.27,51.31,0.4,1.54,0.14
2025-02-03 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,153.0,25.67,58.61,0.43,-0.42,0.78
2025-02-03 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,192.0,31.63,59.41,0.61,0.94,0.85
2025-02-03 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,55.0,29.38,51.73,-0.02,0.42,0.18
2025-02-03 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,70.0,20.47,33.65,0.05,-1.61,-1.4
2025-02-03 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,106.0,27.25,36.41,0.21,-0.06,-1.16
2025-02-04 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,206.0,23.82,53.12,0.67,-0.85,0.3
2025-02-04 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,156.0,32.25,41.39,0.44,1.08,-0.73
2025-02-05 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,132.0,29.07,67.34,0.33,0.35,1.55
2025-02-05 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,111.0,30.96,55.08,0.24,0.78,0.47
2025-02-05 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,48.0,33.72,32.38,-0.05,1.41,-1.52
2025-02-05 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,54.0,20.89,69.32,-0.03,-1.51,1.72
2025-02-05 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,135.0,23.08,51.19,0.35,-1.01,0.13
2025-02-05 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,131.0,22.44,51.89,0.33,-1.16,0.19
2025-02-05 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,132.0,29.85,51.87,0.33,0.53,0.19
2025-02-06 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,126.0,29.89,45.64,0.3,0.54,-0.35
2025-02-06 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,46.0,34.91,41.08,-0.06,1.69,-0.75
2025-02-06 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,39.0,31.84,61.81,-0.09,0.98,1.06
2025-02-05 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,156.0,24.99,52.65,0.44,-0.58,0.26
2025-02-05 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,134.0,34.85,42.65,0.34,1.67,-0.62
2025-02-06 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,128.0,33.12,40.01,0.31,1.28,-0.85
2025-02-06 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,128.0,30.07,66.46,0.31,0.58,1.47
2025-02-06 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,31.0,24.24,46.82,-0.13,-0.75,-0.25
2025-02-06 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,44.0,23.07,50.64,-0.07,-1.02,0.08
2025-02-05 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,153.0,29.79,44.64,0.43,0.52,-0.44
2025-02-05 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,129.0,21.01,50.89,0.32,-1.49,0.11
2025-02-06 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,118.0,20.52,45.06,0.27,-1.6,-0.4
2025-02-06 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,103.0,34.16,67.35,0.2,1.51,1.55
2025-02-06 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,36.0,22.45,37.78,-0.11,-1.16,-1.04
2025-02-06 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,61.0,20.62,59.06,0.01,-1.58,0.82
2025-01-20 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,105.0,31.79,56.39,0.21,0.97,0.59
2025-01-20 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,179.0,28.33,45.34,0.55,0.18,-0.38
2025-01-20 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,158.0,31.19,40.27,0.45,0.84,-0.82
2025-01-20 21:30:00+00:00,New Delhi-8118,157.0,31.99,60.87,0.45,1.02,0.98
2025-01-21 01:30:00+00:00,New Delhi-8118,140.0,32.88,31.23,0.37,1.22,-1.62
2025-01-21 05:30:00+00:00,New Delhi-8118,117.0,32.14,57.91,0.26,1.05,0.72
2025-01-21 09:30:00+00:00,New Delhi-8118,85.0,31.63,45.29,0.12,0.94,-0.38
2025-01-22 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,78.0,30.47,41.42,0.08,0.67,-0.72
2025-01-22 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,247.0,31.4,35.59,0.86,0.88,-1.23
2025-01-22 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,123.0,21.98,32.05,0.29,-1.27,-1.54
2025-01-23 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,156.0,34.19,40.88,0.44,1.52,-0.77
2025-01-23 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,164.0,33.53,31.17,0.48,1.37,-1.62
2025-01-23 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,43.0,33.55,69.07,-0.08,1.38,1.7
2025-01-23 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,55.0,29.04,48.03,-0.02,0.35,-0.14
2025-01-23 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,92.0,23.06,37.76,0.15,-1.02,-1.04
2025-01-23 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,102.0,23.06,53.43,0.19,-1.02,0.33
2025-01-24 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,123.0,32.88,63.15,0.29,1.22,1.18
2025-01-24 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,117.0,23.23,30.17,0.26,-0.98,-1.71
2025-01-24 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,53.0,22.14,53.09,-0.03,-1.23,0.3
2025-02-02 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,153.0,31.88,32.67,0.43,0.99,-1.49
2025-02-02 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,158.0,24.43,33.16,0.45,-0.71,-1.45
2025-02-03 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,120.0,27.9,62.7,0.28,0.09,1.14
2025-02-03 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,100.0,28.79,45.97,0.19,0.29,-0.32
