timestamp,region,pm25,temperature,humidity,date,hour,pm25_zscore,temperature_zscore,humidity_zscore,pm25_rolling_avg_3,pm25_lag_1,pm25_rate_of_change
2025-03-23 16:30:00+00:00,New Delhi-8118,73.0,31.79,52.39,2025-03-23,16,0.06,0.97,0.24,61.33,62.0,11.0
2025-03-23 17:30:00+00:00,New Delhi-8118,77.0,28.76,32.34,2025-03-23,17,0.08,0.28,-1.52,70.67,73.0,4.0
2025-03-23 18:30:00+00:00,New Delhi-8118,78.0,34.79,51.07,2025-03-23,18,0.08,1.66,0.12,76.0,77.0,1.0
2025-03-23 19:30:00+00:00,New Delhi-8118,85.0,34.82,37.14,2025-03-23,19,0.12,1.66,-1.1,80.0,78.0,7.0
2025-03-23 20:30:00+00:00,New Delhi-8118,90.0,34.91,54.9,2025-03-23,20,0.14,1.69,0.46,84.33,85.0,5.0
2025-03-23 21:30:00+00:00,New Delhi-8118,94.0,34.04,41.76,2025-03-23,21,0.16,1.49,-0.69,89.67,90.0,4.0
2025-03-23 22:30:00+00:00,New Delhi-8118,108.0,34.4,51.26,2025-03-23,22,0.22,1.57,0.14,97.33,94.0,14.0
2025-03-23 23:30:00+00:00,New Delhi-8118,106.0,34.74,33.7,2025-03-23,23,0.21,1.65,-1.4,102.67,108.0,-2.0
2025-03-24 00:30:00+00:00,New Delhi-8118,93.0,22.38,60.64,2025-03-24,0,0.15,-1.17,0.96,102.33,106.0,-13.0
2025-03-24 01:30:00+00:00,New Delhi-8118,104.0,30.0,59.66,2025-03-24,1,0.2,0.57,0.87,101.0,93.0,11.0
2025-03-24 02:30:00+00:00,New Delhi-8118,113.0,26.13,44.22,2025-03-24,2,0.24,-0.32,-0.48,103.33,104.0,9.0
2025-03-24 03:30:00+00:00,New Delhi-8118,147.0,25.86,37.1,2025-03-24,3,0.4,-0.38,-1.1,121.33,113.0,34.0
2025-03-24 04:30:00+00:00,New Delhi-8118,87.0,24.61,54.93,2025-03-24,4,0.13,-0.66,0.46,115.67,147.0,-60.0
2025-03-24 05:30:00+00:00,New Delhi-8118,37.0,30.48,35.9,2025-03-24,5,-0.1,0.67,-1.21,90.33,87.0,-50.0
2025-03-24 06:30:00+00:00,New Delhi-8118,36.0,23.01,48.62,2025-03-24,6,-0.11,-1.03,-0.09,53.33,37.0,-1.0
2025-03-24 07:30:00+00:00,New Delhi-8118,30.0,28.49,42.83,2025-03-24,7,-0.14,0.22,-0.6,34.33,36.0,-6.0
2025-03-24 08:30:00+00:00,New Delhi-8118,49.0,24.29,69.32,2025-03-24,8,-0.05,-0.74,1.72,38.33,30.0,19.0
2025-03-24 09:30:00+00:00,New Delhi-8118,32.0,22.34,41.16,2025-03-24,9,-0.13,-1.18,-0.75,37.0,49.0,-17.0
2025-03-24 10:30:00+00:00,New Delhi-8118,18.0,20.04,52.55,2025-03-24,10,-0.19,-1.71,0.25,33.0,32.0,-14.0
2025-03-24 11:30:00+00:00,New Delhi-8118,21.0,27.69,37.07,2025-03-24,11,-0.18,0.04,-1.1,23.67,18.0,3.0
2025-03-24 12:30:00+00:00,New Delhi-8118,36.0,31.32,54.01,2025-03-24,12,-0.11,0.87,0.38,25.0,21.0,15.0
2025-03-24 13:30:00+00:00,New Delhi-8118,39.0,26.97,53.31,2025-03-24,13,-0.09,-0.13,0.32,32.0,36.0,3.0
2025-03-24 14:30:00+00:00,New Delhi-8118,60.0,21.19,60.25,2025-03-24,14,0.0,-1.45,0.93,45.0,39.0,21.0
2025-03-24 15:30:00+00:00,New Delhi-8118,72.0,34.75,62.42,2025-03-24,15,0.06,1.65,1.12,57.0,60.0,12.0
2025-03-24 16:30:00+00:00,New Delhi-8118,76.0,23.95,43.62,2025-03-24,16,0.08,-0.82,-0.53,69.33,72.0,4.0
2025-03-24 17:30:00+00:00,New Delhi-8118,77.0,33.02,39.55,2025-03-24,17,0.08,1.25,-0.89,75.0,76.0,1.0
2025-03-24 18:30:00+00:00,New Delhi-8118,104.0,30.74,69.2,2025-03-24,18,0.2,0.73,1.71,85.67,77.0,27.0
2025-03-24 19:30:00+00:00,New Delhi-8118,123.0,31.29,51.77,2025-03-24,19,0.29,0.86,0.18,101.33,104.0,19.0
2025-03-24 20:30:00+00:00,New Delhi-8118,125.0,30.88,35.43,2025-03-24,20,0.3,0.77,-1.25,117.33,123.0,2.0
2025-03-24 21:30:00+00:00,New Delhi-8118,120.0,29.55,61.5,2025-03-24,21,0.28,0.46,1.04,122.67,125.0,-5.0
2025-03-24 22:30:00+00:00,New Delhi-8118,125.0,29.21,38.76,2025-03-24,22,0.3,0.38,-0.96,123.33,120.0,5.0
2025-03-24 23:30:00+00:00,New Delhi-8118,127.0,26.66,57.44,2025-03-24,23,0.31,-0.2,0.68,124.0,125.0,2.0
2025-03-25 00:30:00+00:00,New Delhi-8118,132.0,24.31,65.19,2025-03-25,0,0.33,-0.73,1.36,128.0,127.0,5.0
2025-03-25 01:30:00+00:00,New Delhi-8118,138.0,27.85,68.25,2025-03-25,1,0.36,0.07,1.63,132.33,132.0,6.0
2025-03-25 02:30:00+00:00,New Delhi-8118,149.0,27.65,62.34,2025-03-25,2,0.41,0.03,1.11,139.67,138.0,11.0
2025-03-25 03:30:00+00:00,New Delhi-8118,164.0,32.36,56.3,2025-03-25,3,0.48,1.1,0.58,150.33,149.0,15.0
2025-03-25 04:30:00+00:00,New Delhi-8118,123.0,31.21,38.95,2025-03-25,4,0.29,0.84,-0.94,145.33,164.0,-41.0
2025-03-25 05:30:00+00:00,New Delhi-8118,106.0,33.9,61.62,2025-03-25,5,0.21,1.46,1.05,131.0,123.0,-17.0
2025-03-25 06:30:00+00:00,New Delhi-8118,66.0,23.41,70.0,2025-03-25,6,0.03,-0.94,1.78,98.33,106.0,-40.0
2025-03-25 07:30:00+00:00,New Delhi-8118,38.0,24.95,49.07,2025-03-25,7,-0.1,-0.59,-0.05,70.0,66.0,-28.0
2025-03-25 08:30:00+00:00,New Delhi-8118,26.0,20.86,63.49,2025-03-25,8,-0.15,-1.52,1.21,43.33,38.0,-12.0
2025-03-25 09:30:00+00:00,New Delhi-8118,31.0,31.17,56.95,2025-03-25,9,-0.13,0.83,0.64,31.67,26.0,5.0
2025-03-25 10:30:00+00:00,New Delhi-8118,29.0,34.44,60.38,2025-03-25,10,-0.14,1.58,0.94,28.67,31.0,-2.0
2025-03-25 11:30:00+00:00,New Delhi-8118,30.0,28.62,55.7,2025-03-25,11,-0.14,0.25,0.53,30.0,29.0,1.0
2025-03-25 12:30:00+00:00,New Delhi-8118,35.0,21.97,36.83,2025-03-25,12,-0.11,-1.27,-1.13,31.33,30.0,5.0
2025-03-25 13:30:00+00:00,New Delhi-8118,43.0,30.72,63.64,2025-03-25,13,-0.08,0.73,1.22,36.0,35.0,8.0
2025-03-25 14:30:00+00:00,New Delhi-8118,52.0,29.33,30.45,2025-03-25,14,-0.03,0.41,-1.68,43.33,43.0,9.0
2025-03-25 15:30:00+00:00,New Delhi-8118,62.0,23.63,43.0,2025-03-25,15,0.01,-0.89,-0.59,52.33,52.0,10.0
2025-03-25 16:30:00+00:00,New Delhi-8118,82.0,20.44,49.22,2025-03-25,16,0.1,-1.62,-0.04,65.33,62.0,20.0
2025-03-25 17:30:00+00:00,New Delhi-8118,98.0,20.19,33.27,2025-03-25,17,0.18,-1.67,-1.44,80.67,82.0,16.0
2025-03-25 18:30:00+00:00,New Delhi-8118,111.0,29.53,44.08,2025-03-25,18,0.24,0.46,-0.49,97.0,98.0,13.0
2025-03-25 19:30:00+00:00,New Delhi-8118,120.0,32.31,62.27,2025-03-25,19,0.28,1.09,1.1,109.67,111.0,9.0
2025-03-25 20:30:00+00:00,New Delhi-8118,111.0,29.52,53.94,2025-03-25,20,0.24,0.46,0.37,114.0,120.0,-9.0
2025-03-25 21:30:00+00:00,New Delhi-8118,128.0,28.33,48.25,2025-03-25,21,0.31,0.18,-0.13,119.67,111.0,17.0
2025-03-25 22:30:00+00:00,New Delhi-8118,134.0,20.57,54.79,2025-03-25,22,0.34,-1.59,0.45,124.33,128.0,6.0
2025-03-25 23:30:00+00:00,New Delhi-8118,140.0,22.24,50.47,2025-03-25,23,0.37,-1.21,0.07,134.0,134.0,6.0
2025-03-26 00:30:00+00:00,New Delhi-8118,133.0,20.58,32.42,2025-03-26,0,0.34,-1.58,-1.51,135.67,140.0,-7.0
2025-03-26 01:30:00+00:00,New Delhi-8118,141.0,33.53,38.54,2025-03-26,1,0.37,1.37,-0.98,138.0,133.0,8.0
2025-03-26 02:30:00+00:00,New Delhi-8118,162.0,26.68,32.11,2025-03-26,2,0.47,-0.19,-1.54,145.33,141.0,21.0
2025-03-26 03:30:00+00:00,New Delhi-8118,150.0,33.5,53.71,2025-03-26,3,0.41,1.36,0.35,151.0,162.0,-12.0
2025-03-26 04:30:00+00:00,New Delhi-8118,93.0,27.54,69.61,2025-03-26,4,0.15,0.0,1.75,135.0,150.0,-57.0
2025-03-26 05:30:00+00:00,New Delhi-8118,43.0,21.52,51.53,2025-03-26,5,-0.08,-1.37,0.16,95.33,93.0,-50.0
2025-03-26 06:30:00+00:00,New Delhi-8118,32.0,23.31,39.58,2025-03-26,6,-0.13,-0.96,-0.88,56.0,43.0,-11.0
2025-03-26 07:30:00+00:00,New Delhi-8118,36.0,24.21,36.87,2025-03-26,7,-0.11,-0.76,-1.12,37.0,32.0,4.0
2025-03-26 08:30:00+00:00,New Delhi-8118,46.0,32.43,43.87,2025-03-26,8,-0.06,1.12,-0.51,38.0,36.0,10.0
2025-03-26 09:30:00+00:00,New Delhi-8118,29.0,21.96,49.99,2025-03-26,9,-0.14,-1.27,0.03,37.0,46.0,-17.0
2025-03-26 10:30:00+00:00,New Delhi-8118,21.0,34.45,35.91,2025-03-26,10,-0.18,1.58,-1.21,32.0,29.0,-8.0
2025-03-26 11:30:00+00:00,New Delhi-8118,20.0,27.65,49.17,2025-03-26,11,-0.18,0.03,-0.04,23.33,21.0,-1.0
2025-03-26 12:30:00+00:00,New Delhi-8118,25.0,23.64,34.46,2025-03-26,12,-0.16,-0.89,-1.33,22.0,20.0,5.0
2025-03-26 13:30:00+00:00,New Delhi-8118,44.0,29.44,55.91,2025-03-26,13,-0.07,0.44,0.55,29.67,25.0,19.0
2025-03-26 14:30:00+00:00,New Delhi-8118,47.0,23.18,39.47,2025-03-26,14,-0.06,-0.99,-0.89,38.67,44.0,3.0
2025-03-26 15:30:00+00:00,New Delhi-8118,74.0,23.38,61.96,2025-03-26,15,0.07,-0.95,1.08,55.0,47.0,27.0
2025-03-26 16:30:00+00:00,New Delhi-8118,68.0,32.24,53.8,2025-03-26,16,0.04,1.08,0.36,63.0,74.0,-6.0
2025-03-26 17:30:00+00:00,New Delhi-8118,71.0,26.85,66.58,2025-03-26,17,0.05,-0.15,1.48,71.0,68.0,3.0
2025-03-26 18:30:00+00:00,New Delhi-8118,92.0,20.0,35.7,2025-03-26,18,0.15,-1.72,-1.22,77.0,71.0,21.0
2025-03-26 19:30:00+00:00,New Delhi-8118,100.0,21.23,54.21,2025-03-26,19,0.19,-1.44,0.4,87.67,92.0,8.0
2025-03-26 20:30:00+00:00,New Delhi-8118,111.0,26.99,36.74,2025-03-26,20,0.24,-0.12,-1.13,101.0,100.0,11.0
2025-03-26 21:30:00+00:00,New Delhi-8118,117.0,22.04,68.14,2025-03-26,21,0.26,-1.25,1.62,109.33,111.0,6.0
2025-03-26 22:30:00+00:00,New Delhi-8118,122.0,31.51,56.35,2025-03-26,22,0.29,0.91,0.58,116.67,117.0,5.0
2025-03-26 23:30:00+00:00,New Delhi-8118,124.0,28.85,50.71,2025-03-26,23,0.3,0.3,0.09,121.0,122.0,2.0
2025-03-27 00:30:00+00:00,New Delhi-8118,139.0,20.7,66.93,2025-03-27,0,0.36,-1.56,1.51,128.33,124.0,15.0
2025-03-27 01:30:00+00:00,New Delhi-8118,170.0,33.5,40.44,2025-03-27,1,0.51,1.36,-0.81,144.33,139.0,31.0
2025-03-27 02:30:00+00:00,New Delhi-8118,146.0,31.83,43.02,2025-03-27,2,0.4,0.98,-0.58,151.67,170.0,-24.0
2025-03-27 03:30:00+00:00,New Delhi-8118,68.0,32.59,37.8,2025-03-27,3,0.04,1.16,-1.04,128.0,146.0,-78.0
2025-03-27 04:30:00+00:00,New Delhi-8118,70.0,24.47,62.34,2025-03-27,4,0.05,-0.7,1.11,94.67,68.0,2.0
2025-03-27 05:30:00+00:00,New Delhi-8118,59.0,34.95,57.05,2025-03-27,5,-0.0,1.69,0.65,65.67,70.0,-11.0
2025-03-27 06:30:00+00:00,New Delhi-8118,37.0,22.98,36.67,2025-03-27,6,-0.1,-1.04,-1.14,55.33,59.0,-22.0
2025-03-27 07:30:00+00:00,New Delhi-8118,32.0,34.64,45.24,2025-03-27,7,-0.13,1.62,-0.39,42.67,37.0,-5.0
2025-03-27 08:30:00+00:00,New Delhi-8118,37.0,26.27,36.31,2025-03-27,8,-0.1,-0.29,-1.17,35.33,32.0,5.0
2025-03-27 09:30:00+00:00,New Delhi-8118,31.0,21.84,60.14,2025-03-27,9,-0.13,-1.3,0.92,33.33,37.0,-6.0
2025-03-27 10:30:00+00:00,New Delhi-8118,26.0,22.55,40.12,2025-03-27,10,-0.15,-1.14,-0.84,31.33,31.0,-5.0
2025-03-27 11:30:00+00:00,New Delhi-8118,27.0,30.71,39.58,2025-03-27,11,-0.15,0.73,-0.88,28.0,26.0,1.0
2025-03-27 12:30:00+00:00,New Delhi-8118,34.0,31.91,31.41,2025-03-27,12,-0.12,1.0,-1.6,29.0,27.0,7.0
2025-03-27 13:30:00+00:00,New Delhi-8118,33.0,31.62,62.32,2025-03-27,13,-0.12,0.93,1.11,31.33,34.0,-1.0
2025-03-27 14:30:00+00:00,New Delhi-8118,44.0,34.56,69.57,2025-03-27,14,-0.07,1.61,1.74,37.0,33.0,11.0
2025-03-27 15:30:00+00:00,New Delhi-8118,59.0,20.54,36.69,2025-03-27,15,-0.0,-1.59,-1.14,45.33,44.0,15.0
2025-03-27 16:30:00+00:00,New Delhi-8118,51.0,29.78,43.4,2025-03-27,16,-0.04,0.51,-0.55,51.33,59.0,-8.0
2025-03-27 17:30:00+00:00,New Delhi-8118,56.0,30.09,51.85,2025-03-27,17,-0.02,0.59,0.19,55.33,51.0,5.0
2025-03-27 18:30:00+00:00,New Delhi-8118,68.0,29.52,48.01,2025-03-27,18,0.04,0.46,-0.15,58.33,56.0,12.0
2025-03-27 19:30:00+00:00,New Delhi-8118,72.0,27.03,39.05,2025-03-27,19,0.06,-0.11,-0.93,65.33,68.0,4.0
2025-03-27 20:30:00+00:00,New Delhi-8118,153.0,20.1,32.0,2025-03-27,20,0.43,-1.69,-1.55,97.67,72.0,81.0
2025-03-27 21:30:00+00:00,New Delhi-8118,174.0,21.24,30.14,2025-03-27,21,0.52,-1.43,-1.71,133.0,153.0,21.0
2025-03-27 22:30:00+00:00,New Delhi-8118,68.0,24.13,57.32,2025-03-27,22,0.04,-0.77,0.67,131.67,174.0,-106.0
2025-03-27 23:30:00+00:00,New Delhi-8118,46.0,22.45,57.91,2025-03-27,23,-0.06,-1.16,0.72,96.0,68.0,-22.0
2025-03-28 00:30:00+00:00,New Delhi-8118,44.0,30.19,55.4,2025-03-28,0,-0.07,0.61,0.5,52.67,46.0,-2.0
2025-03-28 01:30:00+00:00,New Delhi-8118,53.0,24.3,31.54,2025-03-28,1,-0.03,-0.74,-1.59,47.67,44.0,9.0
2025-03-28 02:30:00+00:00,New Delhi-8118,75.0,31.67,50.7,2025-03-28,2,0.07,0.95,0.09,57.33,53.0,22.0
2025-03-28 03:30:00+00:00,New Delhi-8118,79.0,21.11,38.14,2025-03-28,3,0.09,-1.46,-1.01,69.0,75.0,4.0
2025-03-28 04:30:00+00:00,New Delhi-8118,60.0,21.77,30.24,2025-03-28,4,0.0,-1.31,-1.7,71.33,79.0,-19.0
2025-03-28 05:30:00+00:00,New Delhi-8118,62.0,24.21,52.5,2025-03-28,5,0.01,-0.76,0.25,67.0,60.0,2.0
2025-03-28 06:30:00+00:00,New Delhi-8118,37.0,34.03,55.56,2025-03-28,6,-0.1,1.48,0.52,53.0,62.0,-25.0
2025-03-28 07:30:00+00:00,New Delhi-8118,42.0,26.24,51.32,2025-03-28,7,-0.08,-0.29,0.14,47.0,37.0,5.0
2025-03-28 08:30:00+00:00,New Delhi-8118,35.0,23.97,52.42,2025-03-28,8,-0.11,-0.81,0.24,38.0,42.0,-7.0
2025-03-28 09:30:00+00:00,New Delhi-8118,32.0,21.67,58.02,2025-03-28,9,-0.13,-1.34,0.73,36.33,35.0,-3.0
2025-03-28 10:30:00+00:00,New Delhi-8118,26.0,24.39,40.67,2025-03-28,10,-0.15,-0.72,-0.79,31.0,32.0,-6.0
2025-03-28 11:30:00+00:00,New Delhi-8118,27.0,29.39,52.55,2025-03-28,11,-0.15,0.43,0.25,28.33,26.0,1.0
2025-03-28 12:30:00+00:00,New Delhi-8118,27.0,20.55,42.31,2025-03-28,12,-0.15,-1.59,-0.65,26.67,27.0,0.0
2025-03-28 13:30:00+00:00,New Delhi-8118,32.0,21.98,30.43,2025-03-28,13,-0.13,-1.27,-1.69,28.67,27.0,5.0
2025-03-28 14:30:00+00:00,New Delhi-8118,36.0,32.55,50.15,2025-03-28,14,-0.11,1.15,0.04,31.67,32.0,4.0
2025-03-28 15:30:00+00:00,New Delhi-8118,36.0,27.87,59.06,2025-03-28,15,-0.11,0.08,0.82,34.67,36.0,0.0
2025-03-28 16:30:00+00:00,New Delhi-8118,30.0,29.45,37.91,2025-03-28,16,-0.14,0.44,-1.03,34.0,36.0,-6.0
2025-03-28 17:30:00+00:00,New Delhi-8118,26.0,22.87,39.03,2025-03-28,17,-0.15,-1.06,-0.93,30.67,30.0,-4.0
2025-03-28 18:30:00+00:00,New Delhi-8118,24.0,21.58,30.45,2025-03-28,18,-0.16,-1.36,-1.68,26.67,26.0,-2.0
2025-03-28 19:30:00+00:00,New Delhi-8118,26.0,23.94,30.1,2025-03-28,19,-0.15,-0.82,-1.71,25.33,24.0,2.0
2025-03-28 20:30:00+00:00,New Delhi-8118,41.0,30.35,64.31,2025-03-28,20,-0.09,0.64,1.28,30.33,26.0,15.0
2025-03-28 21:30:00+00:00,New Delhi-8118,46.0,28.0,44.57,2025-03-28,21,-0.06,0.11,-0.45,37.67,41.0,5.0
2025-03-28 22:30:00+00:00,New Delhi-8118,49.0,30.05,46.98,2025-03-28,22,-0.05,0.58,-0.24,45.33,46.0,3.0
2025-03-28 23:30:00+00:00,New Delhi-8118,46.0,26.03,64.48,2025-03-28,23,-0.06,-0.34,1.3,47.0,49.0,-3.0
2025-03-29 00:30:00+00:00,New Delhi-8118,37.0,20.17,41.3,2025-03-29,0,-0.1,-1.68,-0.73,44.0,46.0,-9.0
2025-03-29 01:30:00+00:00,New Delhi-8118,48.0,30.4,51.23,2025-03-29,1,-0.05,0.66,0.14,43.67,37.0,11.0
2025-03-29 02:30:00+00:00,New Delhi-8118,61.0,22.03,37.24,2025-03-29,2,0.01,-1.25,-1.09,48.67,48.0,13.0
2025-03-29 03:30:00+00:00,New Delhi-8118,73.0,33.67,54.33,2025-03-29,3,0.06,1.4,0.41,60.67,61.0,12.0
2025-03-29 04:30:00+00:00,New Delhi-8118,72.0,24.75,69.16,2025-03-29,4,0.06,-0.63,1.71,68.67,73.0,-1.0
2025-03-29 05:30:00+00:00,New Delhi-8118,49.0,20.65,49.27,2025-03-29,5,-0.05,-1.57,-0.04,64.67,72.0,-23.0
2025-03-29 06:30:00+00:00,New Delhi-8118,33.0,20.4,48.58,2025-03-29,6,-0.12,-1.63,-0.1,51.33,49.0,-16.0
2025-03-29 07:30:00+00:00,New Delhi-8118,27.0,21.2,31.92,2025-03-29,7,-0.15,-1.44,-1.56,36.33,33.0,-6.0
2025-03-29 08:30:00+00:00,New Delhi-8118,25.0,27.03,68.3,2025-03-29,8,-0.16,-0.11,1.63,28.33,27.0,-2.0
2025-03-29 09:30:00+00:00,New Delhi-8118,25.0,34.15,46.02,2025-03-29,9,-0.16,1.51,-0.32,25.67,25.0,0.0
2025-03-29 10:30:00+00:00,New Delhi-8118,17.0,20.61,34.02,2025-03-29,10,-0.2,-1.58,-1.37,22.33,25.0,-8.0
2025-03-29 11:30:00+00:00,New Delhi-8118,13.0,21.84,69.91,2025-03-29,11,-0.21,-1.3,1.77,18.33,17.0,-4.0
2025-03-29 12:30:00+00:00,New Delhi-8118,21.0,29.47,49.52,2025-03-29,12,-0.18,0.44,-0.01,17.0,13.0,8.0
2025-03-29 13:30:00+00:00,New Delhi-8118,25.0,32.59,34.69,2025-03-29,13,-0.16,1.16,-1.31,19.67,21.0,4.0
2025-03-29 14:30:00+00:00,New Delhi-8118,24.0,33.36,56.92,2025-03-29,14,-0.16,1.33,0.63,23.33,25.0,-1.0
2025-03-29 15:30:00+00:00,New Delhi-8118,38.0,33.68,61.91,2025-03-29,15,-0.1,1.4,1.07,29.0,24.0,14.0
2025-03-29 16:30:00+00:00,New Delhi-8118,36.0,34.25,45.42,2025-03-29,16,-0.11,1.53,-0.37,32.67,38.0,-2.0
2025-03-29 17:30:00+00:00,New Delhi-8118,33.0,28.49,43.68,2025-03-29,17,-0.12,0.22,-0.53,35.67,36.0,-3.0
2025-03-29 18:30:00+00:00,New Delhi-8118,43.0,27.07,46.74,2025-03-29,18,-0.08,-0.1,-0.26,37.33,33.0,10.0
2025-03-29 19:30:00+00:00,New Delhi-8118,58.0,34.34,46.88,2025-03-29,19,-0.01,1.56,-0.25,44.67,43.0,15.0
2025-03-29 20:30:00+00:00,New Delhi-8118,57.0,27.83,37.32,2025-03-29,20,-0.01,0.07,-1.08,52.67,58.0,-1.0
2025-03-29 21:30:00+00:00,New Delhi-8118,62.0,22.13,67.46,2025-03-29,21,0.01,-1.23,1.56,59.0,57.0,5.0
2025-03-29 22:30:00+00:00,New Delhi-8118,55.0,22.26,68.78,2025-03-29,22,-0.02,-1.2,1.67,58.0,62.0,-7.0
2025-03-29 23:30:00+00:00,New Delhi-8118,62.0,34.96,59.22,2025-03-29,23,0.01,1.7,0.84,59.67,55.0,7.0
2025-03-30 00:30:00+00:00,New Delhi-8118,48.0,34.5,57.14,2025-03-30,0,-0.05,1.59,0.65,55.0,62.0,-14.0
2025-03-30 01:30:00+00:00,New Delhi-8118,71.0,27.1,41.31,2025-03-30,1,0.05,-0.1,-0.73,60.33,48.0,23.0
2025-03-30 02:30:00+00:00,New Delhi-8118,64.0,31.55,60.18,2025-03-30,2,0.02,0.92,0.92,61.0,71.0,-7.0
2025-03-30 03:30:00+00:00,New Delhi-8118,75.0,27.71,58.4,2025-03-30,3,0.07,0.04,0.76,70.0,64.0,11.0
2025-03-30 04:30:00+00:00,New Delhi-8118,53.0,28.6,36.07,2025-03-30,4,-0.03,0.25,-1.19,64.0,75.0,-22.0
2025-03-30 05:30:00+00:00,New Delhi-8118,22.0,25.21,49.82,2025-03-30,5,-0.17,-0.53,0.01,50.0,53.0,-31.0
2025-03-30 06:30:00+00:00,New Delhi-8118,19.0,30.42,33.29,2025-03-30,6,-0.19,0.66,-1.44,31.33,22.0,-3.0
2025-03-30 07:30:00+00:00,New Delhi-8118,18.0,23.24,66.74,2025-03-30,7,-0.19,-0.98,1.49,19.67,19.0,-1.0
2025-03-30 08:30:00+00:00,New Delhi-8118,13.0,33.72,63.3,2025-03-30,8,-0.21,1.41,1.19,16.67,18.0,-5.0
2025-03-30 09:30:00+00:00,New Delhi-8118,17.0,32.72,34.22,2025-03-30,9,-0.2,1.19,-1.35,16.0,13.0,4.0
2025-03-30 10:30:00+00:00,New Delhi-8118,15.0,34.88,66.68,2025-03-30,10,-0.2,1.68,1.49,15.0,17.0,-2.0
2025-03-30 11:30:00+00:00,New Delhi-8118,14.0,25.49,42.46,2025-03-30,11,-0.21,-0.46,-0.63,15.33,15.0,-1.0
2025-03-30 12:30:00+00:00,New Delhi-8118,17.0,22.43,59.33,2025-03-30,12,-0.2,-1.16,0.85,15.33,14.0,3.0
2025-03-30 13:30:00+00:00,New Delhi-8118,19.0,23.78,45.06,2025-03-30,13,-0.19,-0.85,-0.4,16.67,17.0,2.0
2025-03-30 14:30:00+00:00,New Delhi-8118,22.0,31.0,61.6,2025-03-30,14,-0.17,0.79,1.04,19.33,19.0,3.0
2025-03-30 15:30:00+00:00,New Delhi-8118,36.0,31.32,55.14,2025-03-30,15,-0.11,0.87,0.48,25.67,22.0,14.0
2025-03-30 16:30:00+00:00,New Delhi-8118,53.0,28.65,58.89,2025-03-30,16,-0.03,0.26,0.81,37.0,36.0,17.0
2025-03-30 17:30:00+00:00,New Delhi-8118,65.0,34.7,65.55,2025-03-30,17,0.02,1.64,1.39,51.33,53.0,12.0
2025-03-30 18:30:00+00:00,New Delhi-8118,70.0,26.93,51.81,2025-03-30,18,0.05,-0.14,0.19,62.67,65.0,5.0
2025-03-30 19:30:00+00:00,New Delhi-8118,67.0,20.52,60.68,2025-03-30,19,0.03,-1.6,0.96,67.33,70.0,-3.0
2025-03-30 20:30:00+00:00,New Delhi-8118,78.0,34.26,44.64,2025-03-30,20,0.08,1.54,-0.44,71.67,67.0,11.0
2025-03-30 21:30:00+00:00,New Delhi-8118,99.0,32.57,45.69,2025-03-30,21,0.18,1.15,-0.35,81.33,78.0,21.0
2025-03-30 22:30:00+00:00,New Delhi-8118,95.0,20.66,66.23,2025-03-30,22,0.16,-1.57,1.45,90.67,99.0,-4.0
2025-03-30 23:30:00+00:00,New Delhi-8118,110.0,24.28,62.17,2025-03-30,23,0.23,-0.74,1.09,101.33,95.0,15.0
2025-03-31 00:30:00+00:00,New Delhi-8118,197.0,34.04,31.43,2025-03-31,0,0.63,1.49,-1.6,134.0,110.0,87.0
2025-03-31 01:30:00+00:00,New Delhi-8118,163.0,29.93,37.12,2025-03-31,1,0.47,0.55,-1.1,156.67,197.0,-34.0
2025-03-31 02:30:00+00:00,New Delhi-8118,165.0,28.48,66.94,2025-03-31,2,0.48,0.22,1.51,175.0,163.0,2.0
2025-03-31 03:30:00+00:00,New Delhi-8118,170.0,33.19,31.2,2025-03-31,3,0.51,1.29,-1.62,166.0,165.0,5.0
2025-03-31 04:30:00+00:00,New Delhi-8118,154.0,23.5,51.41,2025-03-31,4,0.43,-0.92,0.15,163.0,170.0,-16.0
2025-03-31 05:30:00+00:00,New Delhi-8118,83.0,26.41,48.68,2025-03-31,5,0.11,-0.25,-0.09,135.67,154.0,-71.0
2025-03-31 06:30:00+00:00,New Delhi-8118,82.0,22.87,65.02,2025-03-31,6,0.1,-1.06,1.34,106.33,83.0,-1.0
2025-03-31 07:30:00+00:00,New Delhi-8118,35.0,29.57,66.35,2025-03-31,7,-0.11,0.47,1.46,66.67,82.0,-47.0
2025-03-31 08:30:00+00:00,New Delhi-8118,21.0,25.08,58.34,2025-03-31,8,-0.18,-0.56,0.76,46.0,35.0,-14.0
2025-03-31 09:30:00+00:00,New Delhi-8118,16.0,25.73,67.49,2025-03-31,9,-0.2,-0.41,1.56,24.0,21.0,-5.0
2025-03-31 10:30:00+00:00,New Delhi-8118,9.0,24.34,44.67,2025-03-31,10,-0.23,-0.73,-0.44,15.33,16.0,-7.0
2025-03-31 11:30:00+00:00,New Delhi-8118,8.0,20.71,63.29,2025-03-31,11,-0.24,-1.55,1.19,11.0,9.0,-1.0
2025-03-31 12:30:00+00:00,New Delhi-8118,29.0,31.41,42.28,2025-03-31,12,-0.14,0.89,-0.65,15.33,8.0,21.0
2025-03-31 13:30:00+00:00,New Delhi-8118,13.0,28.88,66.99,2025-03-31,13,-0.21,0.31,1.52,16.67,29.0,-16.0
