date,hour,region,avg_pm25,avg_temp,avg_humidity
2025-01-16,5,US Diplomatic Post: New Delhi-8118,159.0,24.42,36.33
2025-01-16,6,US Diplomatic Post: New Delhi-8118,124.0,29.56,63.75
2025-01-16,7,US Diplomatic Post: New Delhi-8118,121.0,30.12,52.01
2025-01-16,8,US Diplomatic Post: New Delhi-8118,101.0,25.86,36.11
2025-01-16,9,US Diplomatic Post: New Delhi-8118,105.0,25.99,42.21
2025-01-16,10,US Diplomatic Post: New Delhi-8118,125.0,24.39,69.04
2025-01-16,11,US Diplomatic Post: New Delhi-8118,129.0,28.75,67.08
2025-01-16,12,US Diplomatic Post: New Delhi-8118,127.0,33.78,63.85
2025-01-16,13,US Diplomatic Post: New Delhi-8118,142.0,22.15,46.61
2025-01-16,14,US Diplomatic Post: New Delhi-8118,175.0,27.03,34.29
2025-01-16,15,US Diplomatic Post: New Delhi-8118,227.0,32.9,54.31
2025-01-16,16,US Diplomatic Post: New Delhi-8118,277.0,27.18,45.23
2025-01-16,17,US Diplomatic Post: New Delhi-8118,311.0,29.29,56.89
2025-01-16,18,US Diplomatic Post: New Delhi-8118,310.0,31.8,68.59
2025-01-16,19,US Diplomatic Post: New Delhi-8118,-999.0,21.84,61.41
2025-01-16,20,US Diplomatic Post: New Delhi-8118,228.0,24.65,67.76
2025-01-16,21,US Diplomatic Post: New Delhi-8118,211.0,34.43,54.06
2025-01-16,22,US Diplomatic Post: New Delhi-8118,196.0,22.6,65.17
2025-01-16,23,US Diplomatic Post: New Delhi-8118,132.0,27.29,48.41
2025-01-17,0,US Diplomatic Post: New Delhi-8118,133.0,23.83,52.62
2025-01-17,1,US Diplomatic Post: New Delhi-8118,118.0,30.4,40.55
2025-01-17,2,US Diplomatic Post: New Delhi-8118,126.0,31.27,58.61
2025-01-17,3,US Diplomatic Post: New Delhi-8118,138.0,25.3,31.01
2025-01-17,4,US Diplomatic Post: New Delhi-8118,157.0,29.97,52.41
2025-01-17,5,US Diplomatic Post: New Delhi-8118,165.0,23.73,31.08
2025-01-17,6,US Diplomatic Post: New Delhi-8118,166.0,26.48,60.81
2025-01-17,7,US Diplomatic Post: New Delhi-8118,143.0,25.66,52.86
2025-01-17,8,US Diplomatic Post: New Delhi-8118,116.0,26.44,65.27
2025-01-17,9,US Diplomatic Post: New Delhi-8118,112.0,30.86,43.76
2025-01-17,10,US Diplomatic Post: New Delhi-8118,108.0,29.05,32.96
2025-01-17,11,US Diplomatic Post: New Delhi-8118,119.0,29.74,56.88
2025-01-17,12,US Diplomatic Post: New Delhi-8118,128.0,27.13,63.02
2025-01-17,13,US Diplomatic Post: New Delhi-8118,140.0,21.09,31.83
2025-01-17,14,US Diplomatic Post: New Delhi-8118,170.0,34.35,61.66
2025-01-17,15,US Diplomatic Post: New Delhi-8118,161.0,30.18,52.7
2025-01-17,16,US Diplomatic Post: New Delhi-8118,144.0,29.03,46.06
2025-01-17,17,US Diplomatic Post: New Delhi-8118,142.0,20.99,46.31
2025-01-17,18,US Diplomatic Post: New Delhi-8118,130.0,29.93,38.64
2025-01-17,19,US Diplomatic Post: New Delhi-8118,125.0,32.48,59.16
2025-01-17,20,US Diplomatic Post: New Delhi-8118,153.0,25.51,33.14
2025-01-17,21,US Diplomatic Post: New Delhi-8118,137.0,23.99,39.62
2025-01-17,22,US Diplomatic Post: New Delhi-8118,131.0,22.95,58.51
2025-01-17,23,US Diplomatic Post: New Delhi-8118,125.0,33.0,34.24
2025-01-18,0,US Diplomatic Post: New Delhi-8118,122.0,29.52,59.82
2025-01-18,1,US Diplomatic Post: New Delhi-8118,120.0,27.67,48.45
2025-01-18,2,US Diplomatic Post: New Delhi-8118,113.0,26.34,52.23
2025-01-18,3,US Diplomatic Post: New Delhi-8118,113.0,20.31,56.12
2025-01-18,4,US Diplomatic Post: New Delhi-8118,117.0,21.31,60.22
2025-01-18,5,US Diplomatic Post: New Delhi-8118,132.0,31.83,65.34
2025-01-18,6,US Diplomatic Post: New Delhi-8118,137.0,24.5,34.55
2025-01-18,7,US Diplomatic Post: New Delhi-8118,147.0,26.21,57.06
2025-01-18,8,US Diplomatic Post: New Delhi-8118,178.0,30.45,64.27
2025-01-18,9,US Diplomatic Post: New Delhi-8118,177.0,29.95,34.56
2025-01-18,10,US Diplomatic Post: New Delhi-8118,219.0,28.16,40.11
2025-01-18,11,US Diplomatic Post: New Delhi-8118,220.0,30.36,47.91
2025-01-18,12,US Diplomatic Post: New Delhi-8118,200.0,34.08,68.48
2025-01-18,13,US Diplomatic Post: New Delhi-8118,186.0,20.63,40.56
2025-01-18,14,US Diplomatic Post: New Delhi-8118,188.0,33.32,40.19
2025-01-18,15,US Diplomatic Post: New Delhi-8118,196.0,31.32,55.32
2025-01-18,16,US Diplomatic Post: New Delhi-8118,228.0,33.43,43.78
2025-01-18,17,US Diplomatic Post: New Delhi-8118,295.0,22.33,60.2
2025-01-18,18,US Diplomatic Post: New Delhi-8118,222.0,28.68,58.78
2025-01-18,19,US Diplomatic Post: New Delhi-8118,225.0,32.28,37.38
2025-01-18,20,US Diplomatic Post: New Delhi-8118,232.0,30.11,50.34
2025-01-18,21,US Diplomatic Post: New Delhi-8118,232.0,30.62,65.64
2025-01-18,22,US Diplomatic Post: New Delhi-8118,225.0,34.27,46.56
2025-01-18,23,US Diplomatic Post: New Delhi-8118,210.0,33.23,45.13
2025-01-19,0,US Diplomatic Post: New Delhi-8118,220.0,24.34,32.75
2025-01-19,1,US Diplomatic Post: New Delhi-8118,246.0,22.31,58.96
2025-01-19,2,US Diplomatic Post: New Delhi-8118,280.0,26.81,34.57
2025-01-19,3,US Diplomatic Post: New Delhi-8118,293.0,24.62,37.86
2025-01-19,4,US Diplomatic Post: New Delhi-8118,369.0,28.72,55.01
2025-01-19,5,US Diplomatic Post: New Delhi-8118,386.0,30.01,37.82
2025-01-19,6,US Diplomatic Post: New Delhi-8118,238.0,22.98,55.34
2025-01-19,7,US Diplomatic Post: New Delhi-8118,187.0,24.63,32.96
2025-01-19,8,US Diplomatic Post: New Delhi-8118,94.0,33.85,49.09
2025-01-19,9,US Diplomatic Post: New Delhi-8118,-999.0,29.68,58.55
2025-01-19,10,US Diplomatic Post: New Delhi-8118,95.0,27.79,61.85
2025-01-19,11,US Diplomatic Post: New Delhi-8118,106.0,24.2,63.41
2025-01-19,12,US Diplomatic Post: New Delhi-8118,120.0,23.32,52.18
2025-01-19,13,US Diplomatic Post: New Delhi-8118,129.0,23.97,41.88
2025-01-19,14,US Diplomatic Post: New Delhi-8118,184.0,28.07,37.16
2025-01-19,15,US Diplomatic Post: New Delhi-8118,212.0,22.89,68.88
2025-01-19,16,US Diplomatic Post: New Delhi-8118,230.0,31.43,36.82
2025-01-19,17,US Diplomatic Post: New Delhi-8118,257.0,29.44,63.91
2025-01-19,18,US Diplomatic Post: New Delhi-8118,277.0,32.27,48.81
2025-01-19,19,US Diplomatic Post: New Delhi-8118,296.0,21.2,62.15
2025-01-19,20,US Diplomatic Post: New Delhi-8118,211.0,26.32,40.98
2025-01-19,21,US Diplomatic Post: New Delhi-8118,170.0,32.22,36.97
2025-01-19,22,US Diplomatic Post: New Delhi-8118,187.0,24.24,68.66
2025-01-19,23,US Diplomatic Post: New Delhi-8118,180.0,23.12,65.25
2025-01-20,0,US Diplomatic Post: New Delhi-8118,156.0,31.8,58.59
2025-01-20,1,US Diplomatic Post: New Delhi-8118,156.0,32.77,47.26
2025-01-20,2,US Diplomatic Post: New Delhi-8118,156.0,25.07,49.23
2025-01-20,3,US Diplomatic Post: New Delhi-8118,159.0,27.42,58.38
2025-01-20,4,US Diplomatic Post: New Delhi-8118,154.0,26.22,49.28
2025-01-20,5,US Diplomatic Post: New Delhi-8118,-999.0,30.87,68.73
2025-01-20,6,US Diplomatic Post: New Delhi-8118,-999.0,33.03,63.79
2025-01-20,7,US Diplomatic Post: New Delhi-8118,-999.0,20.88,60.41
2025-01-20,8,US Diplomatic Post: New Delhi-8118,-999.0,33.58,48.22
2025-01-20,9,US Diplomatic Post: New Delhi-8118,108.0,29.35,68.72
2025-01-20,10,US Diplomatic Post: New Delhi-8118,105.0,31.79,56.39
2025-01-20,11,US Diplomatic Post: New Delhi-8118,121.0,23.73,41.74
2025-01-20,12,US Diplomatic Post: New Delhi-8118,125.0,29.99,49.57
2025-01-20,13,US Diplomatic Post: New Delhi-8118,154.0,23.8,49.28
2025-01-20,14,US Diplomatic Post: New Delhi-8118,179.0,28.33,45.34
2025-01-20,15,US Diplomatic Post: New Delhi-8118,199.0,34.07,42.44
2025-01-20,16,US Diplomatic Post: New Delhi-8118,211.0,24.96,48.98
2025-01-20,17,US Diplomatic Post: New Delhi-8118,194.0,23.62,60.74
2025-01-20,18,US Diplomatic Post: New Delhi-8118,158.0,31.19,40.27
2025-01-20,19,New Delhi-8118,167.0,26.75,44.75
2025-01-20,20,New Delhi-8118,162.0,23.4,31.89
2025-01-20,21,New Delhi-8118,157.0,31.99,60.87
2025-01-20,22,New Delhi-8118,150.0,28.43,47.2
2025-01-20,23,New Delhi-8118,148.0,27.74,34.46
2025-01-21,0,New Delhi-8118,143.0,24.85,34.82
2025-01-21,1,New Delhi-8118,140.0,32.88,31.23
2025-01-21,2,New Delhi-8118,150.0,22.56,39.1
2025-01-21,3,New Delhi-8118,145.0,32.65,69.95
2025-01-21,4,New Delhi-8118,145.0,32.93,37.93
2025-01-21,5,New Delhi-8118,117.0,32.14,57.91
2025-01-21,6,New Delhi-8118,84.0,24.17,46.12
2025-01-21,7,New Delhi-8118,142.0,25.19,31.09
2025-01-21,8,New Delhi-8118,102.0,25.81,58.78
2025-01-21,9,New Delhi-8118,85.0,31.63,45.29
2025-01-21,10,New Delhi-8118,82.0,24.72,34.81
2025-01-21,11,New Delhi-8118,87.0,22.48,68.43
2025-01-21,12,New Delhi-8118,100.0,33.88,64.44
2025-01-21,13,New Delhi-8118,124.0,22.14,56.58
2025-01-21,14,New Delhi-8118,161.0,32.04,41.14
2025-01-21,15,New Delhi-8118,176.0,24.94,53.41
2025-01-21,16,New Delhi-8118,170.0,26.77,38.93
2025-01-21,17,New Delhi-8118,156.0,26.5,35.52
2025-01-21,18,New Delhi-8118,160.0,34.7,39.27
2025-01-21,19,US Diplomatic Post: New Delhi-8118,166.0,27.6,50.92
2025-01-21,20,US Diplomatic Post: New Delhi-8118,135.0,27.26,68.49
2025-01-21,21,US Diplomatic Post: New Delhi-8118,127.0,23.0,35.95
2025-01-21,22,US Diplomatic Post: New Delhi-8118,119.0,32.37,67.27
2025-01-21,23,US Diplomatic Post: New Delhi-8118,136.0,29.25,38.16
2025-01-22,0,US Diplomatic Post: New Delhi-8118,130.0,34.65,31.98
2025-01-22,1,US Diplomatic Post: New Delhi-8118,136.0,22.17,67.04
2025-01-22,2,US Diplomatic Post: New Delhi-8118,120.0,22.76,59.75
2025-01-22,3,US Diplomatic Post: New Delhi-8118,123.0,20.98,60.64
2025-01-22,4,US Diplomatic Post: New Delhi-8118,144.0,24.18,37.13
2025-01-22,5,US Diplomatic Post: New Delhi-8118,121.0,26.59,33.69
2025-01-22,6,US Diplomatic Post: New Delhi-8118,111.0,28.87,50.03
2025-01-22,7,US Diplomatic Post: New Delhi-8118,72.0,22.56,47.8
2025-01-22,8,US Diplomatic Post: New Delhi-8118,67.0,23.33,51.34
2025-01-22,9,US Diplomatic Post: New Delhi-8118,66.0,29.57,35.11
2025-01-22,10,US Diplomatic Post: New Delhi-8118,58.0,30.3,42.1
2025-01-22,11,US Diplomatic Post: New Delhi-8118,51.0,24.23,39.41
2025-01-22,12,US Diplomatic Post: New Delhi-8118,56.0,34.42,43.91
2025-01-22,13,US Diplomatic Post: New Delhi-8118,78.0,30.47,41.42
2025-01-22,14,US Diplomatic Post: New Delhi-8118,115.0,21.72,42.52
2025-01-22,15,US Diplomatic Post: New Delhi-8118,152.0,28.79,44.77
2025-01-22,16,US Diplomatic Post: New Delhi-8118,189.0,31.88,47.31
2025-01-22,17,US Diplomatic Post: New Delhi-8118,247.0,31.4,35.59
2025-01-22,18,US Diplomatic Post: New Delhi-8118,256.0,21.5,33.95
2025-01-22,19,US Diplomatic Post: New Delhi-8118,176.0,34.93,60.03
2025-01-22,20,US Diplomatic Post: New Delhi-8118,123.0,21.98,32.05
2025-01-22,21,US Diplomatic Post: New Delhi-8118,142.0,34.52,31.36
2025-01-22,22,US Diplomatic Post: New Delhi-8118,149.0,28.44,47.75
2025-01-22,23,US Diplomatic Post: New Delhi-8118,158.0,26.44,63.97
2025-01-23,0,US Diplomatic Post: New Delhi-8118,156.0,34.19,40.88
2025-01-23,1,US Diplomatic Post: New Delhi-8118,155.0,31.24,55.07
2025-01-23,2,US Diplomatic Post: New Delhi-8118,181.0,34.39,61.38
2025-01-23,3,US Diplomatic Post: New Delhi-8118,158.0,25.93,31.65
2025-01-23,4,US Diplomatic Post: New Delhi-8118,164.0,33.53,31.17
2025-01-23,5,US Diplomatic Post: New Delhi-8118,175.0,31.54,51.67
2025-01-23,6,US Diplomatic Post: New Delhi-8118,116.0,33.25,52.19
2025-01-23,7,US Diplomatic Post: New Delhi-8118,65.0,21.17,34.71
2025-01-23,8,US Diplomatic Post: New Delhi-8118,43.0,33.55,69.07
2025-01-23,9,US Diplomatic Post: New Delhi-8118,36.0,34.58,60.98
2025-01-23,10,US Diplomatic Post: New Delhi-8118,41.0,31.66,60.04
2025-01-23,11,US Diplomatic Post: New Delhi-8118,38.0,31.7,59.93
2025-01-23,12,US Diplomatic Post: New Delhi-8118,44.0,27.19,60.32
2025-01-23,13,US Diplomatic Post: New Delhi-8118,55.0,29.04,48.03
2025-01-23,14,US Diplomatic Post: New Delhi-8118,97.0,30.71,45.26
2025-01-23,15,US Diplomatic Post: New Delhi-8118,113.0,24.09,44.62
2025-01-23,16,US Diplomatic Post: New Delhi-8118,99.0,29.23,64.43
2025-01-23,17,US Diplomatic Post: New Delhi-8118,92.0,23.06,37.76
2025-01-23,18,US Diplomatic Post: New Delhi-8118,91.0,32.87,37.41
2025-01-23,19,US Diplomatic Post: New Delhi-8118,94.0,21.9,44.2
2025-01-23,20,US Diplomatic Post: New Delhi-8118,102.0,23.06,53.43
2025-01-23,21,US Diplomatic Post: New Delhi-8118,93.0,28.5,44.82
2025-01-23,22,US Diplomatic Post: New Delhi-8118,99.0,25.81,69.89
2025-01-23,23,US Diplomatic Post: New Delhi-8118,121.0,29.24,35.12
2025-01-24,0,US Diplomatic Post: New Delhi-8118,123.0,32.88,63.15
2025-01-24,1,US Diplomatic Post: New Delhi-8118,121.0,27.29,61.39
2025-01-24,2,US Diplomatic Post: New Delhi-8118,117.0,25.76,66.68
2025-01-24,3,US Diplomatic Post: New Delhi-8118,115.0,25.86,55.18
2025-01-24,4,US Diplomatic Post: New Delhi-8118,117.0,23.23,30.17
2025-01-24,5,US Diplomatic Post: New Delhi-8118,96.0,24.2,57.66
2025-01-24,6,US Diplomatic Post: New Delhi-8118,77.0,22.16,44.14
2025-01-24,7,US Diplomatic Post: New Delhi-8118,62.0,30.93,64.79
2025-01-24,8,US Diplomatic Post: New Delhi-8118,53.0,22.14,53.09
2025-01-24,9,US Diplomatic Post: New Delhi-8118,41.0,25.72,38.76
2025-01-24,10,US Diplomatic Post: New Delhi-8118,31.0,20.37,34.31
2025-01-24,11,US Diplomatic Post: New Delhi-8118,36.0,21.04,52.44
2025-01-24,12,US Diplomatic Post: New Delhi-8118,50.0,26.57,48.49
2025-01-24,13,US Diplomatic Post: New Delhi-8118,67.0,26.72,51.05
2025-01-24,14,US Diplomatic Post: New Delhi-8118,89.0,27.08,58.86
2025-01-24,15,US Diplomatic Post: New Delhi-8118,126.0,24.41,30.55
2025-01-24,16,US Diplomatic Post: New Delhi-8118,132.0,29.5,54.89
2025-01-24,17,US Diplomatic Post: New Delhi-8118,116.0,27.04,50.55
2025-01-24,18,US Diplomatic Post: New Delhi-8118,101.0,33.9,34.51
2025-01-24,19,US Diplomatic Post: New Delhi-8118,103.0,21.28,54.96
2025-01-24,20,US Diplomatic Post: New Delhi-8118,90.0,26.96,69.55
2025-01-24,21,US Diplomatic Post: New Delhi-8118,90.0,24.91,56.51
2025-01-24,22,US Diplomatic Post: New Delhi-8118,87.0,22.5,41.4
2025-01-24,23,US Diplomatic Post: New Delhi-8118,79.0,29.0,60.01
2025-01-25,0,US Diplomatic Post: New Delhi-8118,74.0,21.97,52.02
2025-01-25,1,US Diplomatic Post: New Delhi-8118,69.0,24.26,55.97
2025-01-25,2,US Diplomatic Post: New Delhi-8118,63.0,33.06,53.49
2025-01-25,3,US Diplomatic Post: New Delhi-8118,69.0,27.68,69.0
2025-01-25,4,US Diplomatic Post: New Delhi-8118,59.0,25.36,49.34
2025-01-25,5,US Diplomatic Post: New Delhi-8118,53.0,29.43,64.62
2025-01-25,6,US Diplomatic Post: New Delhi-8118,47.0,21.22,51.17
2025-01-25,7,US Diplomatic Post: New Delhi-8118,43.0,21.24,59.37
2025-01-25,8,US Diplomatic Post: New Delhi-8118,45.0,21.52,59.67
2025-01-25,9,US Diplomatic Post: New Delhi-8118,43.0,34.85,35.89
2025-01-25,10,US Diplomatic Post: New Delhi-8118,41.0,30.39,58.22
2025-01-25,11,US Diplomatic Post: New Delhi-8118,49.0,33.55,56.42
2025-01-25,12,US Diplomatic Post: New Delhi-8118,52.0,20.53,48.66
2025-01-25,13,US Diplomatic Post: New Delhi-8118,65.0,34.49,61.56
2025-01-25,14,US Diplomatic Post: New Delhi-8118,119.0,34.6,32.41
2025-01-25,15,US Diplomatic Post: New Delhi-8118,109.0,28.68,31.34
2025-01-25,16,US Diplomatic Post: New Delhi-8118,93.0,22.17,57.62
2025-01-25,17,US Diplomatic Post: New Delhi-8118,91.0,29.17,44.17
2025-01-25,18,US Diplomatic Post: New Delhi-8118,88.0,23.88,59.22
2025-01-25,19,US Diplomatic Post: New Delhi-8118,82.0,28.49,55.94
2025-01-25,20,US Diplomatic Post: New Delhi-8118,88.0,20.41,55.97
2025-01-25,21,US Diplomatic Post: New Delhi-8118,89.0,31.66,33.49
2025-01-25,22,US Diplomatic Post: New Delhi-8118,94.0,30.57,41.44
2025-01-25,23,US Diplomatic Post: New Delhi-8118,90.0,28.85,37.26
2025-01-26,0,US Diplomatic Post: New Delhi-8118,91.0,25.87,58.01
2025-01-26,1,US Diplomatic Post: New Delhi-8118,80.0,21.26,50.66
2025-01-26,2,US Diplomatic Post: New Delhi-8118,79.0,26.73,50.58
2025-01-26,3,US Diplomatic Post: New Delhi-8118,82.0,29.47,60.85
2025-01-26,4,US Diplomatic Post: New Delhi-8118,85.0,32.69,30.31
2025-01-26,5,US Diplomatic Post: New Delhi-8118,87.0,24.79,43.56
2025-01-26,6,US Diplomatic Post: New Delhi-8118,83.0,29.31,42.42
2025-01-26,7,US Diplomatic Post: New Delhi-8118,64.0,32.25,49.15
2025-01-26,8,US Diplomatic Post: New Delhi-8118,56.0,21.24,32.69
2025-01-26,9,US Diplomatic Post: New Delhi-8118,58.0,20.15,31.8
2025-01-26,10,US Diplomatic Post: New Delhi-8118,52.0,21.78,39.99
2025-01-26,11,US Diplomatic Post: New Delhi-8118,59.0,30.2,57.37
2025-01-26,12,US Diplomatic Post: New Delhi-8118,52.0,30.35,62.9
2025-01-26,13,US Diplomatic Post: New Delhi-8118,77.0,27.48,50.59
2025-01-26,14,US Diplomatic Post: New Delhi-8118,106.0,29.07,66.41
2025-01-26,15,US Diplomatic Post: New Delhi-8118,146.0,29.94,33.19
2025-01-26,16,US Diplomatic Post: New Delhi-8118,135.0,27.25,41.67
2025-01-26,17,US Diplomatic Post: New Delhi-8118,122.0,30.2,55.71
2025-01-26,18,US Diplomatic Post: New Delhi-8118,109.0,32.91,53.42
2025-01-26,19,US Diplomatic Post: New Delhi-8118,118.0,22.6,49.14
2025-01-26,20,US Diplomatic Post: New Delhi-8118,132.0,24.25,55.55
2025-01-26,21,US Diplomatic Post: New Delhi-8118,146.0,22.05,57.43
2025-01-26,22,US Diplomatic Post: New Delhi-8118,143.0,31.04,50.49
2025-01-26,23,US Diplomatic Post: New Delhi-8118,139.0,26.07,66.7
2025-01-27,0,US Diplomatic Post: New Delhi-8118,127.0,28.27,38.85
2025-01-27,1,US Diplomatic Post: New Delhi-8118,129.0,20.85,56.63
2025-01-27,2,US Diplomatic Post: New Delhi-8118,122.0,34.82,39.88
2025-01-27,3,US Diplomatic Post: New Delhi-8118,118.0,30.89,65.96
2025-01-27,4,US Diplomatic Post: New Delhi-8118,119.0,30.69,39.66
2025-01-27,5,US Diplomatic Post: New Delhi-8118,107.0,23.33,54.8
2025-01-27,6,US Diplomatic Post: New Delhi-8118,90.0,34.0,69.9
2025-01-27,7,US Diplomatic Post: New Delhi-8118,101.0,29.01,39.3
2025-01-27,8,US Diplomatic Post: New Delhi-8118,71.0,34.91,51.45
2025-01-27,9,US Diplomatic Post: New Delhi-8118,60.0,29.89,33.16
2025-01-27,10,US Diplomatic Post: New Delhi-8118,64.0,30.32,54.22
2025-01-27,11,US Diplomatic Post: New Delhi-8118,70.0,22.23,35.52
2025-01-27,12,US Diplomatic Post: New Delhi-8118,81.0,22.08,56.26
2025-01-27,13,US Diplomatic Post: New Delhi-8118,92.0,29.44,52.5
2025-01-27,14,US Diplomatic Post: New Delhi-8118,128.0,33.65,53.88
2025-01-27,15,US Diplomatic Post: New Delhi-8118,148.0,30.22,32.71
2025-01-27,16,US Diplomatic Post: New Delhi-8118,148.0,34.34,41.09
2025-01-27,17,US Diplomatic Post: New Delhi-8118,133.0,33.42,40.41
2025-01-27,18,US Diplomatic Post: New Delhi-8118,132.0,20.2,38.17
2025-01-27,19,US Diplomatic Post: New Delhi-8118,124.0,28.6,54.88
2025-01-27,20,US Diplomatic Post: New Delhi-8118,118.0,33.7,67.51
2025-01-27,21,US Diplomatic Post: New Delhi-8118,124.0,30.43,38.0
2025-01-27,22,US Diplomatic Post: New Delhi-8118,121.0,30.5,50.68
2025-01-27,23,US Diplomatic Post: New Delhi-8118,98.0,34.99,48.76
2025-01-28,0,US Diplomatic Post: New Delhi-8118,102.0,28.98,44.49
2025-01-28,1,US Diplomatic Post: New Delhi-8118,104.0,33.54,62.95
2025-01-28,2,US Diplomatic Post: New Delhi-8118,124.0,29.77,52.47
2025-01-28,3,US Diplomatic Post: New Delhi-8118,124.0,32.85,34.18
2025-01-28,4,US Diplomatic Post: New Delhi-8118,137.0,24.14,53.82
2025-01-28,5,US Diplomatic Post: New Delhi-8118,122.0,30.81,50.78
2025-01-28,6,US Diplomatic Post: New Delhi-8118,111.0,25.1,68.65
2025-01-28,7,US Diplomatic Post: New Delhi-8118,88.0,32.94,64.35
2025-01-28,8,US Diplomatic Post: New Delhi-8118,89.0,20.63,56.14
2025-01-28,9,US Diplomatic Post: New Delhi-8118,70.0,20.79,30.97
2025-01-28,10,US Diplomatic Post: New Delhi-8118,57.0,21.11,34.09
2025-01-28,11,US Diplomatic Post: New Delhi-8118,70.0,28.14,57.23
2025-01-28,12,US Diplomatic Post: New Delhi-8118,80.0,28.7,50.11
2025-01-28,13,US Diplomatic Post: New Delhi-8118,104.0,31.47,54.33
2025-01-28,14,US Diplomatic Post: New Delhi-8118,126.0,21.07,63.98
2025-01-28,15,US Diplomatic Post: New Delhi-8118,177.0,30.68,58.49
2025-01-28,16,US Diplomatic Post: New Delhi-8118,184.0,28.45,44.01
2025-01-28,17,US Diplomatic Post: New Delhi-8118,174.0,26.7,57.15
2025-01-28,18,US Diplomatic Post: New Delhi-8118,155.0,23.69,30.83
2025-01-28,19,US Diplomatic Post: New Delhi-8118,137.0,34.42,54.83
2025-01-28,20,US Diplomatic Post: New Delhi-8118,159.0,30.09,36.61
2025-01-28,21,US Diplomatic Post: New Delhi-8118,181.0,20.5,42.25
2025-01-28,22,US Diplomatic Post: New Delhi-8118,259.0,31.84,43.14
2025-01-28,23,US Diplomatic Post: New Delhi-8118,331.0,25.46,30.98
2025-01-29,0,US Diplomatic Post: New Delhi-8118,380.0,32.49,46.01
2025-01-29,1,US Diplomatic Post: New Delhi-8118,396.0,28.66,62.74
2025-01-29,2,US Diplomatic Post: New Delhi-8118,364.0,28.29,30.52
2025-01-29,3,US Diplomatic Post: New Delhi-8118,295.0,34.76,64.14
2025-01-29,4,US Diplomatic Post: New Delhi-8118,362.0,33.69,66.58
2025-01-29,5,US Diplomatic Post: New Delhi-8118,345.0,21.82,40.83
2025-01-29,6,US Diplomatic Post: New Delhi-8118,275.0,20.71,31.63
2025-01-29,7,US Diplomatic Post: New Delhi-8118,217.0,21.25,46.69
2025-01-29,8,US Diplomatic Post: New Delhi-8118,155.0,26.43,41.99
2025-01-29,9,US Diplomatic Post: New Delhi-8118,132.0,34.76,49.17
2025-01-29,10,US Diplomatic Post: New Delhi-8118,118.0,25.18,38.4
2025-01-29,11,US Diplomatic Post: New Delhi-8118,115.0,25.38,57.24
2025-01-29,12,US Diplomatic Post: New Delhi-8118,134.0,24.96,33.75
2025-01-29,13,US Diplomatic Post: New Delhi-8118,146.0,27.1,48.87
2025-01-29,14,US Diplomatic Post: New Delhi-8118,161.0,32.26,60.3
2025-01-29,15,US Diplomatic Post: New Delhi-8118,186.0,31.52,55.3
2025-01-29,16,US Diplomatic Post: New Delhi-8118,231.0,30.93,48.91
2025-01-29,17,US Diplomatic Post: New Delhi-8118,233.0,29.43,35.43
2025-01-29,18,US Diplomatic Post: New Delhi-8118,232.0,33.71,57.89
2025-01-29,19,US Diplomatic Post: New Delhi-8118,235.0,30.5,63.22
2025-01-29,20,US Diplomatic Post: New Delhi-8118,236.0,23.33,42.76
2025-01-29,21,US Diplomatic Post: New Delhi-8118,232.0,33.64,60.55
2025-01-29,22,US Diplomatic Post: New Delhi-8118,222.0,26.75,52.37
2025-01-29,23,US Diplomatic Post: New Delhi-8118,211.0,28.26,32.69
2025-01-30,0,US Diplomatic Post: New Delhi-8118,203.0,33.55,48.37
2025-01-30,1,US Diplomatic Post: New Delhi-8118,206.0,23.17,60.31
2025-01-30,2,US Diplomatic Post: New Delhi-8118,226.0,25.2,30.17
2025-01-30,3,US Diplomatic Post: New Delhi-8118,261.0,21.09,63.01
2025-01-30,4,US Diplomatic Post: New Delhi-8118,238.0,22.92,49.14
2025-01-30,5,US Diplomatic Post: New Delhi-8118,189.0,29.26,48.13
2025-01-30,6,US Diplomatic Post: New Delhi-8118,145.0,26.81,35.63
2025-01-30,7,US Diplomatic Post: New Delhi-8118,125.0,20.47,49.74
2025-01-30,8,US Diplomatic Post: New Delhi-8118,124.0,21.69,30.77
2025-01-30,9,US Diplomatic Post: New Delhi-8118,111.0,28.81,47.93
2025-01-30,10,US Diplomatic Post: New Delhi-8118,112.0,20.15,50.61
2025-01-30,11,US Diplomatic Post: New Delhi-8118,115.0,29.16,37.17
2025-01-30,12,US Diplomatic Post: New Delhi-8118,116.0,24.8,32.74
2025-01-30,13,US Diplomatic Post: New Delhi-8118,118.0,27.4,62.86
2025-01-30,14,US Diplomatic Post: New Delhi-8118,-999.0,25.97,54.74
2025-01-30,15,US Diplomatic Post: New Delhi-8118,160.0,23.81,53.62
2025-01-30,16,US Diplomatic Post: New Delhi-8118,169.0,28.31,49.82
2025-01-30,17,US Diplomatic Post: New Delhi-8118,186.0,26.46,40.35
2025-01-30,18,US Diplomatic Post: New Delhi-8118,198.0,26.97,47.56
2025-01-30,19,US Diplomatic Post: New Delhi-8118,202.0,32.49,41.04
2025-01-30,20,US Diplomatic Post: New Delhi-8118,211.0,31.7,58.13
2025-01-30,21,US Diplomatic Post: New Delhi-8118,-999.0,24.31,61.34
2025-01-30,22,US Diplomatic Post: New Delhi-8118,196.0,22.11,41.99
2025-01-30,23,US Diplomatic Post: New Delhi-8118,186.0,20.61,49.58
